Province	Abbreviation	SummaryDate	TotalCases	DailyTotals	TotalRecovered	DailyRecovered	TotalDeaths	DailyDeaths	TotalTested	DailyTested	TotalActive	DailyActive	TotalHospitalized	DailyHospitalized	TotalICU	DailyICU	TotalVaccinated	DailyVaccinated	TotalDose1	DailyDose1	TotalDose2	DailyDose2	TotalBooster	DailyBooster
NUNAVUT	NU	09/08/2020	0	0	0	0	0	0	2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	09/08/2020	15	0	13	0	0	0	1836	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	09/08/2020	36	0	36	0	0	0	20530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	09/08/2020	267	0	263	0	3	0	26906	210	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	09/08/2020	176	0	168	0	2	0	54854	223	6	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	09/08/2020	3934	0	3353	0	195	0	279722	0	386	0	11	0	4	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	09/08/2020	1071	0	1006	1	64	0	67185	165	1	-1	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	09/08/2020	1445	12	1257	12	20	0	111748	1945	168	0	13	0	6	1	0	0	0	0	0	0	0	0
ALBERTA	AB	09/08/2020	11430	0	10097	0	208	0	743885	0	1125	0	68	0	18	0	0	0	0	0	0	0	0	0
MANITOBA	MB	09/08/2020	542	35	352	1	8	0	100830	756	182	34	6	-3	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	09/08/2020	60471	104	50886	0	5695	3	908532	13036	3890	101	156	1	22	-1	0	0	0	0	0	0	0	0
ONTARIO	ON	09/08/2020	40046	79	36279	148	2784	0	2400212	27771	983	-69	55	2	26	-1	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	09/08/2020	5	0	5	0	0	0	3393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	09/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	09/08/2020	119451	230	103728	162	8979	3	4721730	44106	6744	65	309	0	79	-1	0	0	0	0	0	0	0	0
NUNAVUT	NU	10/08/2020	0	0	0	0	0	0	1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	10/08/2020	15	0	13	0	0	0	1961	125	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	10/08/2020	36	0	36	0	0	0	20530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	10/08/2020	268	1	263	0	3	0	27050	144	2	1	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	10/08/2020	176	0	168	0	2	0	55072	218	6	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	10/08/2020	4065	131	3425	72	195	0	288078	8356	445	59	9	-2	3	-1	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	10/08/2020	1071	0	1006	0	64	0	67386	201	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	10/08/2020	1450	5	1265	8	20	0	113045	1297	165	-3	13	0	5	-1	0	0	0	0	0	0	0	0
ALBERTA	AB	10/08/2020	11687	257	10384	287	213	5	770266	26381	1090	-35	66	-2	14	-4	0	0	0	0	0	0	0	0
MANITOBA	MB	10/08/2020	558	16	354	2	8	0	103782	2952	196	14	6	0	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	10/08/2020	60627	156	53041	2155	5696	1	916301	7769	1890	-2000	156	0	22	0	0	0	0	0	0	0	0	0
ONTARIO	ON	10/08/2020	40161	115	36381	102	2786	2	2422487	22275	994	11	49	-6	25	-1	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	10/08/2020	5	0	5	0	0	0	3469	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	10/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	10/08/2020	120132	681	106354	2626	8987	8	4791524	69794	4791	-1953	299	-10	72	-7	0	0	0	0	0	0	0	0
NUNAVUT	NU	11/08/2020	0	0	0	0	0	0	1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	11/08/2020	15	0	13	0	0	0	2017	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	11/08/2020	36	0	36	0	0	0	21910	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	11/08/2020	268	0	263	0	3	0	27379	329	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	11/08/2020	177	1	168	0	2	0	55379	307	7	1	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	11/08/2020	4111	46	3444	19	195	0	290150	2072	472	27	8	-1	5	2	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	11/08/2020	1071	0	1007	1	64	0	67660	274	0	-1	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	11/08/2020	1479	29	1294	29	20	0	113045	0	165	0	13	0	5	0	0	0	0	0	0	0	0	0
ALBERTA	AB	11/08/2020	11772	85	10552	168	216	3	777325	7059	1004	-86	62	-4	14	0	0	0	0	0	0	0	0	0
MANITOBA	MB	11/08/2020	562	4	360	6	8	0	104841	1059	194	-2	5	-1	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	11/08/2020	60718	91	53135	94	5697	1	922332	6031	1886	-4	151	-5	21	-1	0	0	0	0	0	0	0	0
ONTARIO	ON	11/08/2020	40194	33	36456	75	2786	0	2444068	21581	952	-42	60	11	21	-4	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	11/08/2020	5	0	5	0	0	0	3501	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	11/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	11/08/2020	120421	289	106746	392	8991	4	4831457	40124	4684	-107	299	0	69	-3	0	0	0	0	0	0	0	0
NUNAVUT	NU	12/08/2020	0	0	0	0	0	0	1955	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	12/08/2020	15	0	13	0	0	0	2062	56	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	12/08/2020	36	0	36	0	0	0	21910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	12/08/2020	268	0	263	0	3	0	27668	289	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	12/08/2020	178	1	168	0	2	0	55613	234	8	1	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	12/08/2020	4196	85	3469	25	196	1	290150	0	531	59	8	0	5	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	12/08/2020	1071	0	1007	0	64	0	67914	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	12/08/2020	1484	5	1314	20	20	0	115004	1959	150	-15	10	-3	5	0	0	0	0	0	0	0	0	0
ALBERTA	AB	12/08/2020	11893	121	10632	80	217	1	785361	8036	1044	40	50	-12	13	-1	0	0	0	0	0	0	0	0
MANITOBA	MB	12/08/2020	578	16	368	8	8	0	105661	820	202	8	5	0	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	12/08/2020	60813	95	53270	135	5709	12	926538	4206	1834	-52	151	0	20	-1	0	0	0	0	0	0	0	0
ONTARIO	ON	12/08/2020	40289	95	36590	134	2787	1	2468640	24572	912	-40	49	-11	20	-1	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	12/08/2020	5	0	5	0	0	0	3525	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	12/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	12/08/2020	120839	418	107148	402	9006	15	4872056	40599	4685	1	273	-26	66	-3	0	0	0	0	0	0	0	0
NUNAVUT	NU	13/08/2020	0	0	0	0	0	0	1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	13/08/2020	15	0	14	2	0	0	2112	50	1	-2	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	13/08/2020	41	5	36	0	0	0	22389	479	5	5	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	13/08/2020	268	0	263	0	3	0	27911	243	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	13/08/2020	180	2	169	1	2	0	55945	332	9	1	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	13/08/2020	4274	78	3500	31	196	0	296742	6592	578	47	9	1	4	-1	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	13/08/2020	1071	0	1007	0	64	0	68381	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	13/08/2020	1511	27	1325	11	20	0	116804	1800	166	16	10	0	5	0	0	0	0	0	0	0	0	0
ALBERTA	AB	13/08/2020	11969	76	10713	81	220	3	793114	7753	1036	-8	50	0	12	-1	0	0	0	0	0	0	0	0
MANITOBA	MB	13/08/2020	603	25	377	9	8	0	108211	2550	218	16	7	2	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	13/08/2020	60917	104	53441	171	5715	6	939144	12606	1761	-73	149	-2	23	3	0	0	0	0	0	0	0	0
ONTARIO	ON	13/08/2020	40367	78	36689	99	2787	0	2498266	29626	891	-21	43	-6	20	0	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	13/08/2020	5	0	5	0	0	0	3537	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	13/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	13/08/2020	121234	395	107553	405	9015	9	4934511	62510	4666	-19	268	-5	67	1	0	0	0	0	0	0	0	0
NUNAVUT	NU	14/08/2020	0	0	0	0	0	0	1998	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	14/08/2020	15	0	14	-1	0	0	2112	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	14/08/2020	41	0	36	0	0	0	22389	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	14/08/2020	268	0	263	0	3	0	28146	235	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	14/08/2020	180	0	169	0	2	0	56223	278	9	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	14/08/2020	4358	84	3533	33	196	0	300230	3488	629	51	12	3	4	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	14/08/2020	1072	1	1007	0	64	0	68784	403	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	14/08/2020	1541	30	1347	22	20	0	118470	1666	174	8	10	0	5	0	0	0	0	0	0	0	0	0
ALBERTA	AB	14/08/2020	12053	84	10796	83	221	1	801360	8246	1036	0	48	-2	13	1	0	0	0	0	0	0	0	0
MANITOBA	MB	14/08/2020	643	40	389	12	8	0	110942	2731	246	28	9	2	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	14/08/2020	61004	87	53598	157	5718	3	947026	0	1688	-73	151	2	25	2	0	0	0	0	0	0	0	0
ONTARIO	ON	14/08/2020	40459	92	36772	83	2788	1	2528403	30137	899	8	41	-2	17	-3	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	14/08/2020	5	0	5	0	0	0	3561	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	14/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	14/08/2020	121652	418	107942	389	9020	5	4981762	47251	4690	24	271	3	67	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	15/08/2020	0	0	0	0	0	0	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	15/08/2020	15	0	14	0	0	0	2156	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	15/08/2020	41	0	36	0	0	0	22389	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	15/08/2020	268	0	263	0	3	0	28284	138	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	15/08/2020	184	4	169	0	2	0	56530	307	13	4	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	15/08/2020	4358	0	3533	0	196	0	300230	0	629	0	12	0	4	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	15/08/2020	1074	2	1007	0	64	0	69194	410	3	2	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	15/08/2020	1566	25	1356	9	21	1	120486	2016	189	15	8	-2	5	0	0	0	0	0	0	0	0	0
ALBERTA	AB	15/08/2020	12053	0	10796	0	221	0	801360	0	1036	0	48	0	13	0	0	0	0	0	0	0	0	0
MANITOBA	MB	15/08/2020	663	20	443	54	9	1	112283	1341	211	-35	9	0	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	15/08/2020	61084	80	53709	111	5719	1	966677	19651	1656	-32	149	-2	25	0	0	0	0	0	0	0	0	0
ONTARIO	ON	15/08/2020	40565	106	36873	101	2789	1	2558839	30436	903	4	39	-2	17	0	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	15/08/2020	5	0	5	0	0	0	3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	15/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	15/08/2020	121889	237	108217	275	9024	4	5043987	54343	4648	-42	265	-6	67	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	16/08/2020	0	0	0	0	0	0	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	16/08/2020	15	0	14	0	0	0	2156	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	16/08/2020	41	0	36	0	0	0	22389	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	16/08/2020	268	0	263	0	3	0	28479	195	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	16/08/2020	186	2	169	0	2	0	56766	236	15	2	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	16/08/2020	4358	0	3533	0	196	0	300230	0	629	0	12	0	4	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	16/08/2020	1074	0	1007	0	64	0	69537	343	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	16/08/2020	1580	14	1365	9	22	1	122245	1759	193	4	8	0	4	-1	0	0	0	0	0	0	0	0
ALBERTA	AB	16/08/2020	12053	0	10796	0	221	0	801360	0	1036	0	48	0	13	0	0	0	0	0	0	0	0	0
MANITOBA	MB	16/08/2020	697	34	483	40	9	0	113952	1669	205	-6	9	0	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	16/08/2020	61151	67	53847	138	5720	1	975856	9179	1584	-72	149	0	25	0	0	0	0	0	0	0	0	0
ONTARIO	ON	16/08/2020	40646	81	36953	80	2789	0	2582652	23813	904	1	37	-2	18	1	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	16/08/2020	5	0	5	0	0	0	3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	16/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	16/08/2020	122087	198	108484	267	9026	2	5081181	37194	4577	-71	263	-2	67	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	17/08/2020	0	0	0	0	0	0	2023	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	17/08/2020	15	0	14	0	0	0	2156	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	17/08/2020	41	0	36	0	0	0	22389	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	17/08/2020	268	0	263	0	3	0	28668	189	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	17/08/2020	186	0	169	0	2	0	56960	194	15	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	17/08/2020	4594	236	3653	120	198	2	310960	10730	743	114	4	-8	3	-1	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	17/08/2020	1075	1	1007	0	64	0	69716	179	4	1	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	17/08/2020	1581	1	1387	22	22	0	123288	1043	172	-21	8	0	4	0	0	0	0	0	0	0	0	0
ALBERTA	AB	17/08/2020	12412	359	11056	260	224	3	829622	28262	1132	96	45	-3	10	-3	0	0	0	0	0	0	0	0
MANITOBA	MB	17/08/2020	731	34	490	7	9	0	115963	2011	232	27	11	2	3	0	0	0	0	0	0	0	0	0
QUEBEC	QC	17/08/2020	61206	55	53930	83	5721	1	983814	7958	1555	-29	145	-4	25	0	0	0	0	0	0	0	0	0
ONTARIO	ON	17/08/2020	40745	99	37036	83	2789	0	2608219	25567	920	16	32	-5	16	-2	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	17/08/2020	5	0	5	0	0	0	3649	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	17/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	17/08/2020	122872	785	109059	575	9032	6	5157427	76246	4781	204	245	-18	61	-6	0	0	0	0	0	0	0	0
NUNAVUT	NU	18/08/2020	0	0	0	0	0	0	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	18/08/2020	15	0	15	1	0	0	2247	91	0	-1	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	18/08/2020	44	3	40	4	0	0	22389	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	18/08/2020	268	0	263	0	3	0	28884	216	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	18/08/2020	186	0	171	2	2	0	57246	286	13	-2	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	18/08/2020	4677	83	3704	51	198	0	313285	2325	775	32	6	2	3	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	18/08/2020	1075	0	1007	0	64	0	69976	260	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	18/08/2020	1582	1	1403	16	22	0	124219	931	157	-15	8	0	4	0	0	0	0	0	0	0	0	0
ALBERTA	AB	18/08/2020	12419	7	11159	3	225	1	829622	0	1169	37	48	3	11	1	0	0	0	0	0	0	0	0
MANITOBA	MB	18/08/2020	748	17	502	12	11	2	116990	1027	235	3	8	-3	2	-1	0	0	0	0	0	0	0	0
QUEBEC	QC	18/08/2020	61252	46	54083	153	5727	6	990392	6578	1442	-113	145	0	27	2	0	0	0	0	0	0	0	0
ONTARIO	ON	18/08/2020	40870	125	37126	90	2793	4	2631286	23067	951	31	41	9	15	-1	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	18/08/2020	5	0	5	0	0	0	3667	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	18/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	18/08/2020	123154	282	109491	332	9045	13	5192226	34799	4752	-29	256	11	62	1	0	0	0	0	0	0	0	0
NUNAVUT	NU	19/08/2020	0	0	0	0	0	0	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	19/08/2020	15	0	15	0	0	0	2270	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	19/08/2020	44	0	40	0	0	0	22389	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	19/08/2020	268	0	263	0	3	0	29176	292	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	19/08/2020	186	0	172	1	2	0	57511	265	12	-1	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	19/08/2020	4745	68	3749	45	198	0	316782	3497	798	23	10	4	4	1	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	19/08/2020	1076	1	1007	0	64	0	70388	412	5	1	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	19/08/2020	1586	4	1410	7	22	0	125181	962	154	-3	7	-1	4	0	0	0	0	0	0	0	0	0
ALBERTA	AB	19/08/2020	12501	82	11167	142	227	2	846681	17059	1107	-62	48	0	12	1	0	0	0	0	0	0	0	0
MANITOBA	MB	19/08/2020	763	15	528	26	12	1	118364	1374	223	-12	6	-2	2	0	0	0	0	0	0	0	0	0
QUEBEC	QC	19/08/2020	61316	64	54238	155	5729	2	998424	8032	1349	-93	146	1	26	-1	0	0	0	0	0	0	0	0
ONTARIO	ON	19/08/2020	40972	102	37215	89	2792	-1	2656928	25642	965	14	42	1	15	0	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	19/08/2020	5	0	5	0	0	0	3683	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	19/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	19/08/2020	123490	336	109822	465	9049	4	5249800	57574	4619	-133	259	3	63	1	0	0	0	0	0	0	0	0
NUNAVUT	NU	20/08/2020	0	0	0	0	0	0	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	20/08/2020	15	0	15	0	0	0	2298	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	20/08/2020	44	0	40	0	0	0	22389	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	20/08/2020	268	0	263	0	3	0	29486	310	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	20/08/2020	186	0	178	6	2	0	57878	367	6	-6	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	20/08/2020	4825	80	3845	96	200	2	320989	4207	780	-18	11	1	4	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	20/08/2020	1076	0	1007	0	64	0	70839	451	4	-1	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	20/08/2020	1590	4	1419	9	22	0	126624	1443	149	-5	5	-2	4	0	0	0	0	0	0	0	0	0
ALBERTA	AB	20/08/2020	12604	103	11292	125	228	1	855968	9287	1084	-23	43	-5	12	0	0	0	0	0	0	0	0	0
MANITOBA	MB	20/08/2020	796	33	537	9	12	0	119210	846	247	24	6	0	2	0	0	0	0	0	0	0	0	0
QUEBEC	QC	20/08/2020	61414	98	54383	145	5730	1	1008252	9828	1301	-48	136	-10	10	-1	0	0	0	0	0	0	0	0
ONTARIO	ON	20/08/2020	41048	76	37291	76	2793	1	2682845	25917	964	1	35	-7	15	0	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	20/08/2020	5	0	5	0	0	0	3699	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	20/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	20/08/2020	123884	394	110288	466	9054	5	5302500	21700	4541	-76	236	-25	47	-1	0	0	0	0	0	0	0	0
NUNAVUT	NU	21/08/2020	0	0	0	0	0	0	2110	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	21/08/2020	15	0	15	0	0	0	2335	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	21/08/2020	44	0	40	0	0	0	22389	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	21/08/2020	268	0	265	2	3	0	29782	296	0	-2	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	21/08/2020	188	2	178	0	2	0	58227	349	8	2	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	21/08/2020	4915	90	3889	44	202	2	325359	4370	824	44	13	2	5	1	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	21/08/2020	1077	1	1008	1	64	0	71392	553	5	0	1	1	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	21/08/2020	1595	5	1439	20	22	0	127896	1272	134	-15	5	0	4	-1	0	0	0	0	0	0	0	0
ALBERTA	AB	21/08/2020	12748	144	11374	82	230	2	862908	6940	1144	60	43	0	9	-3	0	0	0	0	0	0	0	0
MANITOBA	MB	21/08/2020	830	34	553	16	12	0	122291	3081	265	18	5	-1	1	-1	0	0	0	0	0	0	0	0
QUEBEC	QC	21/08/2020	61495	81	54472	89	5733	3	1025725	17473	1290	-11	124	-12	23	-2	0	0	0	0	0	0	0	0
ONTARIO	ON	21/08/2020	41179	131	37397	106	2796	3	2710918	28073	986	22	35	0	13	-2	0	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	21/08/2020	5	0	5	0	0	0	3703	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED CDN	RC	21/08/2020	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	21/08/2020	124372	488	110648	360	9064	10	5365035	62535	4660	118	226	-10	55	-8	0	0	0	0	0	0	0	0
NUNAVUT	NU	22/08/2020	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	22/08/2020	15	0	15	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	22/08/2020	44	0	40	0	0	0	22389	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	22/08/2020	268	0	265	0	3	0	29899	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	22/08/2020	188	0	178	0	2	0	58570	343	8	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITISH COLUMBIA	BC	22/08/2020	4915	0	3889	0	202	0	325359	0	824	0	13	0	5	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	22/08/2020	1078	1	1008	0	64	0	71700	308	6	1	1	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	22/08/2020	1597	2	1458	19	22	0	129653	1757	117	-17	5	0	4	0	0	0	0	0	0	0	0	0
