Province	Abbreviation	SummaryDate	TotalCases	DailyTotals	TotalRecovered	DailyRecovered	TotalDeaths	DailyDeaths	TotalTested	DailyTested	TotalActive	DailyActive	TotalHospitalized	DailyHospitalized	TotalICU	DailyICU	TotalVaccinated	DailyVaccinated	TotalDose1	DailyDose1	TotalDose2	DailyDose2	TotalBooster	DailyBooster
PRINCE EDWARD ISLAND	PE	14/05/2021	190	2	181	0	0	0	147188	0	7	0	0	0	0	0	67758	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	14/05/2021	1179	6	1083	2	6	0	138037	465	86	4	0	0	0	0	219826	6148	0	0	0	0	0	0
NEW BRUNSWICK	NB	14/05/2021	2045	5	1887	16	41	0	310906	1362	116	-11	10	0	3	0	338127	10494	0	0	0	0	0	0
BRITISH COLUMBIA	BC	14/05/2021	138304	494	130953	643	1634	2	2650470	8137	5548	-143	387	-26	141	0	2393265	57752	0	0	0	0	0	0
NOVA SCOTIA	NS	14/05/2021	4524	117	2915	151	72	1	708617	7990	1537	-35	89	4	21	6	415570	12837	0	0	0	0	0	0
SASKATCHEWAN	SK	14/05/2021	44159	233	41569	188	515	2	816227	4085	2075	43	149	-12	34	-1	553389	7930	0	0	0	0	0	0
ALBERTA	AB	14/05/2021	216626	1433	190616	2141	2137	5	4391097	15102	23873	-713	713	-9	177	0	2086589	66876	0	0	0	0	0	0
MANITOBA	MB	14/05/2021	44189	489	39024	372	1002	0	714218	3970	4163	117	179	-4	50	1	625404	19849	0	0	0	0	0	0
QUEBEC	QC	14/05/2021	361820	838	343142	972	11025	8	9317677	38246	7653	-142	530	10	123	2	4127768	112925	0	0	0	0	0	0
ONTARIO	ON	14/05/2021	504533	2362	468033	3502	8431	26	14695084	44040	28069	-1166	1582	-50	777	1	6771128	141765	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	14/05/2021	121	0	83	6	0	0	21721	370	38	-6	0	0	0	0	49811	0	0	0	0	0	0	0
REPATRIATED CDN	RC	14/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	14/05/2021	1318405	5991	1220116	8002	24869	44	33934491	123935	73243	-2049	3639	-87	1326	9	17728592	436958	0	0	0	0	0	0
NUNAVUT	NU	15/05/2021	623	5	545	9	4	0	14323	213	74	-4	0	0	0	0	29305	0	0	0	0	0	0	0
YUKON	YT	15/05/2021	84	0	81	0	2	0	9139	0	0	0	0	0	0	0	50652	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	15/05/2021	191	1	181	0	0	0	147188	0	7	0	0	0	0	0	67758	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	15/05/2021	1184	5	1096	13	6	0	138624	587	78	-8	1	1	0	0	232216	12390	0	0	0	0	0	0
NEW BRUNSWICK	NB	15/05/2021	2052	7	1897	10	41	0	312610	1704	113	-3	11	1	3	0	349662	11535	0	0	0	0	0	0
BRITISH COLUMBIA	BC	15/05/2021	138304	0	130953	0	1634	0	2650470	0	5548	0	387	0	141	0	2393265	0	0	0	0	0	0	0
NOVA SCOTIA	NS	15/05/2021	4610	86	3030	115	72	0	718984	10367	1509	-28	96	7	23	2	415570	0	0	0	0	0	0	0
SASKATCHEWAN	SK	15/05/2021	44364	205	41776	207	516	1	819738	3511	2072	-3	144	-5	26	-8	571957	18568	0	0	0	0	0	0
ALBERTA	AB	15/05/2021	217821	1195	192688	2072	2140	3	4404085	12988	22993	-880	686	-27	178	1	2144280	57691	0	0	0	0	0	0
MANITOBA	MB	15/05/2021	44617	428	39392	368	1006	4	718020	3802	4219	56	181	2	51	1	638242	12838	0	0	0	0	0	0
QUEBEC	QC	15/05/2021	362580	760	344039	897	11032	7	9352290	34613	7509	-144	509	-21	120	-3	4230520	102752	0	0	0	0	0	0
ONTARIO	ON	15/05/2021	507117	2584	471096	3063	8455	24	14737404	42320	27566	-503	1546	-36	785	8	6925232	154104	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	15/05/2021	121	0	83	0	0	0	21721	0	38	0	0	0	0	0	49811	0	0	0	0	0	0	0
REPATRIATED CDN	RC	15/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	15/05/2021	1323681	5276	1226870	6754	24908	39	34044596	110105	71726	-1517	3561	-78	1327	1	18098470	369878	0	0	0	0	0	0
NUNAVUT	NU	16/05/2021	624	1	552	7	4	0	14410	87	68	-6	0	0	0	0	29305	0	0	0	0	0	0	0
YUKON	YT	16/05/2021	84	0	81	0	2	0	9139	0	0	0	0	0	0	0	50652	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	16/05/2021	191	0	181	0	0	0	147188	0	7	0	0	0	0	0	67758	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	16/05/2021	1193	9	1098	2	6	0	139068	444	85	7	1	0	0	0	235651	3435	0	0	0	0	0	0
NEW BRUNSWICK	NB	16/05/2021	2063	11	1905	8	41	0	313988	1378	116	3	11	0	3	0	355454	5792	0	0	0	0	0	0
BRITISH COLUMBIA	BC	16/05/2021	138304	0	130953	0	1634	0	2650470	0	5548	0	387	0	141	0	2393265	0	0	0	0	0	0	0
NOVA SCOTIA	NS	16/05/2021	4736	126	3133	103	72	0	725765	6781	1531	22	92	-4	21	-2	415570	0	0	0	0	0	0	0
SASKATCHEWAN	SK	16/05/2021	44531	167	41932	156	517	1	822565	2827	2082	10	137	-7	24	-2	590957	19000	0	0	0	0	0	0
ALBERTA	AB	16/05/2021	218961	1140	194538	1850	2143	3	4416002	11917	22280	-713	647	-39	186	8	2189999	45719	0	0	0	0	0	0
MANITOBA	MB	16/05/2021	45149	532	39699	307	1010	4	721995	3975	4440	221	201	20	53	2	649264	11022	0	0	0	0	0	0
QUEBEC	QC	16/05/2021	363296	716	344950	911	11034	2	9385302	33012	7312	-197	508	-1	119	-1	4323040	92520	0	0	0	0	0	0
ONTARIO	ON	16/05/2021	509316	2199	474175	3079	8485	30	14770546	33142	26656	-910	1292	-254	785	0	7064815	139583	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	16/05/2021	121	0	83	0	0	0	21721	0	38	0	0	0	0	0	49811	0	0	0	0	0	0	0
REPATRIATED CDN	RC	16/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	16/05/2021	1328582	4901	1233293	6423	24948	40	34138159	93563	70163	-1563	3276	-285	1332	5	18415541	317071	0	0	0	0	0	0
NUNAVUT	NU	17/05/2021	624	0	555	3	4	0	14493	83	65	-3	0	0	0	0	29305	0	0	0	0	0	0	0
YUKON	YT	17/05/2021	84	0	81	0	2	0	9160	21	0	0	0	0	0	0	50998	346	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	17/05/2021	192	1	183	2	0	0	147188	0	9	2	0	0	0	0	67758	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	17/05/2021	1203	10	1100	2	6	0	139356	288	93	8	1	0	0	0	237786	2135	0	0	0	0	0	0
NEW BRUNSWICK	NB	17/05/2021	2073	10	1913	8	41	0	315114	1126	118	2	10	-1	3	0	356913	1459	0	0	0	0	0	0
BRITISH COLUMBIA	BC	17/05/2021	139664	1360	132841	1888	1648	14	2672490	22020	5021	-527	350	-37	132	-9	2528398	135133	0	0	0	0	0	0
NOVA SCOTIA	NS	17/05/2021	4827	91	3320	187	72	0	733465	7700	1435	-96	95	3	21	0	430856	15286	0	0	0	0	0	0
SASKATCHEWAN	SK	17/05/2021	44709	178	42225	293	519	2	825133	2568	1965	-117	142	5	27	3	603125	12168	0	0	0	0	0	0
ALBERTA	AB	17/05/2021	219682	721	196246	1708	2148	5	4423042	7040	21288	-992	678	31	181	-5	2217446	27447	0	0	0	0	0	0
MANITOBA	MB	17/05/2021	45579	430	40000	301	1011	1	725195	3200	4568	128	209	8	53	0	657634	8370	0	0	0	0	0	0
QUEBEC	QC	17/05/2021	363847	551	345794	844	11042	8	9410793	25491	7011	-301	501	-7	116	-3	4396507	73467	0	0	0	0	0	0
ONTARIO	ON	17/05/2021	511486	2170	477128	2953	8489	4	14795044	24498	25869	-787	1320	28	779	-6	7177145	112330	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	17/05/2021	125	4	101	18	0	0	22482	761	24	-14	0	0	0	0	51320	1509	0	0	0	0	0	0
REPATRIATED CDN	RC	17/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	17/05/2021	1334108	5526	1241500	8207	24982	34	34232955	94796	67466	-2697	3306	30	1312	-20	18805191	389650	0	0	0	0	0	0
NUNAVUT	NU	18/05/2021	630	6	562	7	4	0	14599	106	64	-1	0	0	0	0	30025	720	0	0	0	0	0	0
YUKON	YT	18/05/2021	84	0	82	1	2	0	9173	13	0	0	0	0	0	0	50998	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	18/05/2021	194	2	184	1	0	0	151932	4744	10	1	0	0	0	0	73978	6220	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	18/05/2021	1209	6	1116	16	6	0	139856	500	83	-10	1	0	0	0	241526	3740	0	0	0	0	0	0
NEW BRUNSWICK	NB	18/05/2021	2083	10	1919	6	42	1	316499	1385	121	3	9	-1	3	0	363342	6429	0	0	0	0	0	0
BRITISH COLUMBIA	BC	18/05/2021	140075	411	133383	542	1650	2	2679865	7375	4890	-131	360	10	127	-5	2566936	38538	0	0	0	0	0	0
NOVA SCOTIA	NS	18/05/2021	4917	90	3500	180	72	0	739715	6250	1345	-90	103	8	25	4	436054	5198	0	0	0	0	0	0
SASKATCHEWAN	SK	18/05/2021	44841	132	42494	269	522	3	827762	2629	1825	-140	142	0	27	0	608524	5399	0	0	0	0	0	0
ALBERTA	AB	18/05/2021	220559	877	198394	2148	2152	4	4431142	8100	20013	-1275	691	13	187	6	2243969	26523	0	0	0	0	0	0
MANITOBA	MB	18/05/2021	45913	334	40358	358	1012	1	728129	2934	4543	-25	216	7	51	-2	666748	9114	0	0	0	0	0	0
QUEBEC	QC	18/05/2021	364396	549	346639	845	11050	8	9433670	22877	6707	-304	484	-17	118	2	4469055	72548	0	0	0	0	0	0
ONTARIO	ON	18/05/2021	513102	1616	479630	2502	8506	17	14817959	22915	24966	-903	1484	164	764	-15	7286177	109032	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	18/05/2021	125	0	108	7	0	0	22563	81	17	-7	0	0	0	0	51320	0	0	0	0	0	0	0
REPATRIATED CDN	RC	18/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	18/05/2021	1338141	4033	1248382	6882	25018	36	34312864	79909	64584	-2882	3490	184	1302	-10	19088652	283461	0	0	0	0	0	0
NUNAVUT	NU	19/05/2021	634	4	567	5	4	0	14725	126	63	-1	0	0	0	0	30025	0	0	0	0	0	0	0
YUKON	YT	19/05/2021	84	0	82	0	2	0	9182	9	0	0	0	0	0	0	51365	367	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	19/05/2021	199	5	185	1	0	0	152545	613	14	4	0	0	0	0	73978	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	19/05/2021	1212	3	1124	8	6	0	140245	389	78	-5	1	0	0	0	247728	6202	0	0	0	0	0	0
NEW BRUNSWICK	NB	19/05/2021	2091	8	1931	12	43	1	318290	1791	116	-5	11	2	4	1	373309	9967	0	0	0	0	0	0
BRITISH COLUMBIA	BC	19/05/2021	140596	521	133985	602	1658	8	2688609	8744	4815	-75	340	-20	118	-9	2566936	0	0	0	0	0	0	0
NOVA SCOTIA	NS	19/05/2021	5000	83	3664	164	74	2	747213	7498	1262	-83	101	-2	20	-5	442535	6481	0	0	0	0	0	0
SASKATCHEWAN	SK	19/05/2021	44982	141	42674	180	522	0	830628	2866	1786	-39	134	-8	28	1	615459	6935	0	0	0	0	0	0
ALBERTA	AB	19/05/2021	221467	908	200496	2102	2158	6	4441575	10433	18813	-1200	685	-6	185	-2	2271955	27986	0	0	0	0	0	0
MANITOBA	MB	19/05/2021	46314	401	40748	390	1016	4	731413	3284	4550	7	231	15	61	10	678720	11972	0	0	0	0	0	0
QUEBEC	QC	19/05/2021	364980	584	347387	748	11058	8	9461469	27799	6535	-172	466	-18	113	-5	4543365	74310	0	0	0	0	0	0
ONTARIO	ON	19/05/2021	514690	1588	482749	3119	8525	19	14856381	38422	23416	-1550	1401	-83	735	-29	7431638	145461	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	19/05/2021	126	1	109	1	0	0	22678	115	17	0	0	0	0	0	51320	0	0	0	0	0	0	0
REPATRIATED CDN	RC	19/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	19/05/2021	1342388	4247	1255714	7332	25066	48	34414953	102089	61465	-3119	3370	-120	1264	-38	19378333	289681	0	0	0	0	0	0
NUNAVUT	NU	20/05/2021	636	2	577	10	4	0	14820	95	55	-8	0	0	0	0	30025	0	0	0	0	0	0	0
YUKON	YT	20/05/2021	84	0	82	0	2	0	9200	18	0	0	0	0	0	0	51534	169	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	20/05/2021	199	0	185	0	0	0	152545	0	14	0	0	0	0	0	78817	4839	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	20/05/2021	1216	4	1134	10	6	0	140572	327	72	-6	2	1	0	0	253790	6062	0	0	0	0	0	0
NEW BRUNSWICK	NB	20/05/2021	2098	7	1937	6	43	0	319871	1581	117	1	7	-4	3	-1	385958	12649	0	0	0	0	0	0
BRITISH COLUMBIA	BC	20/05/2021	140953	357	134521	536	1661	3	2696258	7649	4636	-179	331	-9	113	-5	2687360	120424	0	0	0	0	0	0
NOVA SCOTIA	NS	20/05/2021	5065	65	3848	184	74	0	755180	7967	1143	-119	87	-14	20	0	463526	20991	0	0	0	0	0	0
SASKATCHEWAN	SK	20/05/2021	45128	146	42821	147	522	0	833697	3069	1785	-1	138	4	26	-2	620236	4777	0	0	0	0	0	0
ALBERTA	AB	20/05/2021	222279	812	202442	1946	2162	4	4450645	9070	17675	-1138	665	-20	177	-8	2312821	40866	0	0	0	0	0	0
MANITOBA	MB	20/05/2021	46916	602	41238	490	1019	3	735315	3902	4659	109	232	1	56	-5	692301	13581	0	0	0	0	0	0
QUEBEC	QC	20/05/2021	365642	662	347942	555	11066	8	9495226	33757	6634	99	460	-6	107	-6	4636679	93314	0	0	0	0	0	0
ONTARIO	ON	20/05/2021	517090	2400	485512	2763	8552	27	14901787	45406	23026	-390	1320	-81	721	-14	7576624	144986	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	20/05/2021	126	0	114	5	0	0	22735	57	12	-5	0	0	0	0	51320	0	0	0	0	0	0	0
REPATRIATED CDN	RC	20/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	20/05/2021	1347445	5057	1262366	6652	25111	45	34527851	112898	59828	-1637	3242	-128	1223	-41	19840991	462658	0	0	0	0	0	0
NUNAVUT	NU	21/05/2021	637	1	588	11	4	0	14981	161	45	-10	0	0	0	0	30025	0	0	0	0	0	0	0
YUKON	YT	21/05/2021	84	0	82	0	2	0	9211	11	0	0	0	0	0	0	51758	224	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	21/05/2021	200	1	185	0	0	0	152546	1	15	1	0	0	0	0	78817	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	21/05/2021	1226	10	1146	12	6	0	140911	339	70	-2	4	2	0	0	260919	7129	0	0	0	0	0	0
NEW BRUNSWICK	NB	21/05/2021	2113	15	1942	5	43	0	321482	1611	127	10	7	0	3	0	399709	13751	0	0	0	0	0	0
BRITISH COLUMBIA	BC	21/05/2021	141373	420	135068	547	1667	6	2704418	8160	4507	-129	319	-12	107	-6	2744020	56660	0	0	0	0	0	0
NOVA SCOTIA	NS	21/05/2021	5149	84	4045	197	76	2	762343	7163	1028	-115	84	-3	21	1	483549	20023	0	0	0	0	0	0
SASKATCHEWAN	SK	21/05/2021	45310	182	43010	189	524	2	837028	3331	1776	-9	132	-6	25	-1	630583	10347	0	0	0	0	0	0
ALBERTA	AB	21/05/2021	223011	732	204270	1828	2164	2	4460823	10178	16577	-1098	638	-27	177	0	2401932	89111	0	0	0	0	0	0
MANITOBA	MB	21/05/2021	47504	588	41627	389	1022	3	739361	4046	4855	196	236	4	56	0	714012	21711	0	0	0	0	0	0
QUEBEC	QC	21/05/2021	366394	752	348694	752	11075	9	9530381	35155	6625	-9	437	-23	106	-1	4747192	110513	0	0	0	0	0	0
ONTARIO	ON	21/05/2021	518980	1890	488201	2689	8579	27	14938913	37126	22200	-826	1265	-55	715	-6	7735148	158524	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	21/05/2021	127	1	118	4	0	0	22784	49	9	-3	0	0	0	0	51320	0	0	0	0	0	0	0
REPATRIATED CDN	RC	21/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	21/05/2021	1352121	4676	1268989	6623	25162	51	34635182	107331	57834	-1994	3122	-120	1210	-13	20328984	487993	0	0	0	0	0	0
NUNAVUT	NU	22/05/2021	638	1	595	7	4	0	15129	148	39	-6	0	0	0	0	30025	0	0	0	0	0	0	0
YUKON	YT	22/05/2021	84	0	82	0	2	0	9211	0	0	0	0	0	0	0	51758	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	22/05/2021	200	0	185	0	0	0	152546	0	15	0	0	0	0	0	78817	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	22/05/2021	1230	4	1155	9	6	0	141243	332	65	-5	4	0	0	0	260919	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	22/05/2021	2115	2	1949	7	43	0	322731	1249	122	-5	7	0	3	0	411471	11762	0	0	0	0	0	0
BRITISH COLUMBIA	BC	22/05/2021	141373	0	135068	0	1667	0	2704418	0	4507	0	319	0	107	0	2744020	0	0	0	0	0	0	0
NOVA SCOTIA	NS	22/05/2021	5213	64	4161	116	77	1	770960	8617	975	-53	74	-10	20	-1	483549	0	0	0	0	0	0	0
SASKATCHEWAN	SK	22/05/2021	45490	180	43194	184	526	2	840457	3429	1770	-6	120	-12	27	2	645384	14801	0	0	0	0	0	0
ALBERTA	AB	22/05/2021	223632	621	205960	1690	2170	6	4470348	9525	15502	-1075	617	-21	164	-13	2460857	58925	0	0	0	0	0	0
MANITOBA	MB	22/05/2021	47977	473	41965	338	1028	6	743131	3770	4984	129	241	5	53	-3	727166	13154	0	0	0	0	0	0
QUEBEC	QC	22/05/2021	366899	505	349498	804	11081	6	9559832	29451	6320	-305	424	-13	103	-3	4843635	96443	0	0	0	0	0	0
ONTARIO	ON	22/05/2021	520774	1794	490721	2520	8599	20	14973489	34576	21454	-746	1207	-58	622	-93	7925277	190129	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	22/05/2021	127	0	118	0	0	0	22784	0	9	0	0	0	0	0	51320	0	0	0	0	0	0	0
REPATRIATED CDN	RC	22/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	22/05/2021	1355765	3644	1274664	5675	25203	41	34726279	91097	55762	-2072	3013	-109	1099	-111	20714198	385214	0	0	0	0	0	0
NUNAVUT	NU	23/05/2021	638	0	606	11	4	0	15192	63	28	-11	0	0	0	0	30025	0	0	0	0	0	0	0
YUKON	YT	23/05/2021	84	0	82	0	2	0	9211	0	0	0	0	0	0	0	51758	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	23/05/2021	200	0	185	0	0	0	152546	0	15	0	0	0	0	0	78817	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	23/05/2021	1253	23	1156	1	6	0	141529	286	87	22	4	0	0	0	270649	9730	0	0	0	0	0	0
NEW BRUNSWICK	NB	23/05/2021	2129	14	1957	8	43	0	323828	1097	128	6	8	1	4	1	419767	8296	0	0	0	0	0	0
BRITISH COLUMBIA	BC	23/05/2021	141373	0	135068	0	1667	0	2704418	0	4507	0	319	0	107	0	2744020	0	0	0	0	0	0	0
NOVA SCOTIA	NS	23/05/2021	5286	73	4264	103	79	2	778002	7042	943	-32	74	0	20	0	483549	0	0	0	0	0	0	0
SASKATCHEWAN	SK	23/05/2021	45605	115	43416	222	527	1	842964	2507	1662	-108	124	4	27	0	656388	11004	0	0	0	0	0	0
ALBERTA	AB	23/05/2021	224195	563	207486	1526	2176	6	4477321	6973	14533	-969	581	-36	162	-2	2506919	46062	0	0	0	0	0	0
MANITOBA	MB	23/05/2021	48436	459	42335	370	1029	1	746507	3376	5072	88	259	18	53	0	737934	10768	0	0	0	0	0	0
QUEBEC	QC	23/05/2021	367376	477	350270	772	11084	3	9585650	25818	6022	-298	421	-3	103	0	4929054	85419	0	0	0	0	0	0
ONTARIO	ON	23/05/2021	522465	1691	493179	2458	8614	15	15004716	31227	20672	-782	1041	-166	693	71	8065607	140330	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	23/05/2021	127	0	118	0	0	0	22784	0	9	0	0	0	0	0	51320	0	0	0	0	0	0	0
REPATRIATED CDN	RC	23/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	23/05/2021	1359180	3415	1280135	5471	25231	28	34804668	78389	53678	-2084	2831	-182	1169	70	21025807	311609	0	0	0	0	0	0
NUNAVUT	NU	24/05/2021	639	1	618	12	4	0	15239	47	17	-11	0	0	0	0	30025	0	0	0	0	0	0	0
YUKON	YT	24/05/2021	84	0	82	0	2	0	9211	0	0	0	0	0	0	0	51758	0	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	24/05/2021	200	0	185	0	0	0	152546	0	15	0	0	0	0	0	78817	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	24/05/2021	1258	5	1159	3	6	0	141787	258	89	2	4	0	0	0	270649	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	24/05/2021	2144	15	1966	9	43	0	324757	929	134	6	7	-1	4	0	422010	2243	0	0	0	0	0	0
BRITISH COLUMBIA	BC	24/05/2021	141373	0	135068	0	1667	0	2704418	0	4507	0	319	0	107	0	2744020	0	0	0	0	0	0	0
NOVA SCOTIA	NS	24/05/2021	5335	49	4362	98	79	0	782389	4387	894	-49	72	-2	19	-1	483549	0	0	0	0	0	0	0
SASKATCHEWAN	SK	24/05/2021	45709	104	43645	229	527	0	845350	2386	1537	-125	133	9	28	1	662854	6466	0	0	0	0	0	0
ALBERTA	AB	24/05/2021	224647	452	208856	1370	2183	7	4482447	5126	13608	-925	569	-12	161	-1	2532143	25224	0	0	0	0	0	0
MANITOBA	MB	24/05/2021	48787	351	42693	358	1033	4	749515	3008	5061	-11	260	1	55	2	748270	10336	0	0	0	0	0	0
QUEBEC	QC	24/05/2021	367809	433	351002	732	11095	11	9604881	19231	5712	-310	424	3	102	-1	4997234	68180	0	0	0	0	0	0
ONTARIO	ON	24/05/2021	522465	0	493179	0	8614	0	15004716	0	20672	0	1041	0	693	0	8065607	0	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	24/05/2021	127	0	118	0	0	0	22784	0	9	0	0	0	0	0	51320	0	0	0	0	0	0	0
REPATRIATED CDN	RC	24/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	24/05/2021	1360590	1410	1282946	2811	25253	22	34840040	35372	52255	-1423	2829	-2	1169	0	21138256	112449	0	0	0	0	0	0
NUNAVUT	NU	25/05/2021	640	1	623	5	4	0	15279	40	13	-4	0	0	0	0	31157	1132	0	0	0	0	0	0
YUKON	YT	25/05/2021	84	0	82	0	2	0	9233	22	0	0	0	0	0	0	52108	350	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	25/05/2021	200	0	187	2	0	0	155809	3263	13	-2	0	0	0	0	83741	4924	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	25/05/2021	1269	11	1166	7	6	0	142381	594	93	4	4	0	0	0	272562	1913	0	0	0	0	0	0
NEW BRUNSWICK	NB	25/05/2021	2153	9	1975	9	43	0	325858	1101	134	0	5	-2	1	-3	423919	1909	0	0	0	0	0	0
BRITISH COLUMBIA	BC	25/05/2021	142636	1263	137062	1994	1680	13	2728254	23836	3782	-725	301	-18	93	-14	2927487	183467	0	0	0	0	0	0
NOVA SCOTIA	NS	25/05/2021	5389	54	4464	102	79	0	786398	4009	846	-48	72	0	20	1	510054	26505	0	0	0	0	0	0
SASKATCHEWAN	SK	25/05/2021	45820	111	43842	197	527	0	846893	1543	1451	-86	136	3	30	2	665193	2339	0	0	0	0	0	0
ALBERTA	AB	25/05/2021	225034	387	210764	1908	2192	9	4486483	4036	12078	-1530	565	-4	158	-3	2552317	20174	0	0	0	0	0	0
MANITOBA	MB	25/05/2021	49046	259	43066	373	1035	2	751948	2433	4945	-116	253	-7	59	4	761132	12862	0	0	0	0	0	0
QUEBEC	QC	25/05/2021	368155	346	351689	687	11101	6	9621004	16123	5365	-347	415	-9	101	-1	5051681	54447	0	0	0	0	0	0
ONTARIO	ON	25/05/2021	524950	2485	497269	4090	8655	41	15041724	37008	19026	-1646	1025	-16	692	-1	8251642	186035	0	0	0	0	0	0
NORTHWEST TERRITORIES	NT	25/05/2021	127	0	124	6	0	0	22990	206	3	-6	0	0	0	0	52237	917	0	0	0	0	0	0
REPATRIATED CDN	RC	25/05/2021	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	25/05/2021	1365516	4926	1292326	9380	25324	71	34934254	94214	47749	-4506	2776	-53	1154	-15	21635230	496974	0	0	0	0	0	0
NUNAVUT	NU	26/05/2021	647	7	621	-2	4	0	15436	157	22	9	0	0	0	0	31157	0	0	0	0	0	0	0
YUKON	YT	26/05/2021	84	0	82	0	2	0	9246	13	0	0	0	0	0	0	52360	252	0	0	0	0	0	0
PRINCE EDWARD ISLAND	PE	26/05/2021	200	0	187	0	0	0	155809	0	13	0	0	0	0	0	83741	0	0	0	0	0	0	0
NEWFOUNDLAND AND LABRADOR	NL	26/05/2021	1273	4	1170	4	6	0	143370	989	93	0	6	2	0	0	279886	7324	0	0	0	0	0	0
NEW BRUNSWICK	NB	26/05/2021	2163	10	1985	10	43	0	327630	1772	134	0	6	1	2	1	430184	6265	0	0	0	0	0	0
BRITISH COLUMBIA	BC	26/05/2021	142886	250	137517	455	1683	3	2734088	5834	3580	-202	296	-5	97	4	2979951	52464	0	0	0	0	0	0
NOVA SCOTIA	NS	26/05/2021	5424	35	4558	94	79	0	791477	5079	787	-59	72	0	19	-1	521053	10999	0	0	0	0	0	0
SASKATCHEWAN	SK	26/05/2021	46001	181	44031	189	528	1	849055	2162	1442	-9	133	-3	27	-3	669847	4654	0	0	0	0	0	0
ALBERTA	AB	26/05/2021	225424	390	212273	1509	2198	6	4492487	6004	10953	-1125	548	-17	157	-1	2578577	26260	0	0	0	0	0	0
MANITOBA	MB	26/05/2021	49356	310	43529	463	1035	0	754338	2390	4792	-153	253	0	57	-2	761132	0	0	0	0	0	0	0
QUEBEC	QC	26/05/2021	368463	308	352230	541	11105	4	9640783	19779	5128	-237	399	-16	101	0	5111646	59965	0	0	0	0	0	0
ONTARIO	ON	26/05/2021	526045	1095	499640	2371	8678	23	15065732	24008	17727	-1299	1073	48	672	-20	8386950	135308	0	0	0	0	0	0
